Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
04 - CALABARZON,University of the Philippines-Open University,SUC Satellite,Laguna,Los Baños,www.upou.edu.ph,(049) 536-2775; (049) 536-2761
04 - CALABARZON,University of Batangas,Private HEIs,Batangas,Batangas City,www.ub.edu.ph,(043) 723-1446; (043) 723-4500; (043) 723-1446 loc. 101
04 - CALABARZON,Western Colleges,Private HEIs,Cavite,Naic,www.wci.edu.ph,(046) 412-0427; (046) 412-0436
04 - CALABARZON,University of the Philippines-Los Baños,SUC Satellite,Laguna,Los Baños,www.uplb.edu.ph,(049) 536-2894; (049) 536-3673
04 - CALABARZON,Union College of Laguna,Private HEIs,Laguna,Sta. Cruz,www.unioncollege.edu.ph.com,(049) 808-1083; (049) 501-0251; (049) 304-2103
04 - CALABARZON,Unciano Colleges,Private HEIs,Rizal,Antipolo City,www.uncianocollegesandhospital.com,(02) 697-0174
04 - CALABARZON,Technological University of the Philippines-Cavite,SUC Satellite,Cavite,Dasmariñas City,www.tup.edu.ph,(02) 523-2293
04 - CALABARZON,Tomas Claudio Colleges,Private HEIs,Rizal,Morong,www.tcmc.edu.ph,"(02) 234-5503, (02) 234-5566; (02) 234-5431; (02) 653-1111"
04 - CALABARZON,Tayabas Western Academy,Private HEIs,Quezon,Candelaria,,(042) 585-7877; (042) 585-7377
04 - CALABARZON,Tanauan Institute,Private HEIs,Batangas,Tanauan City,,(043) 778-1742
04 - CALABARZON,Southern Luzon State University,SUC Main,Quezon,Lucban,www.slsu.edu.ph,(042) 540-4816; 540-6635
04 - CALABARZON,Southeast Asia Interdisciplinary Development Institute,Private HEIs,Rizal,Antipolo City,www.saidi.edu.ph,(02) 658-9302; (02) 236-4972
04 - CALABARZON,Siena College of Taytay,Private HEIs,Rizal,Taytay,www.sct.edu.ph,(02) 658-8765; (02) 660-4761
04 - CALABARZON,San Sebastian College-Recoletos de Cavite,Private HEIs,Cavite,Cavite City,www.sscr.edu,(046) 431-0861; (046) 431-1461
03 - Central Luzon,President Ramon Magsaysay State University-Masinloc,SUC Satellite,Zambales,Masinloc,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,President Ramon Magsaysay State University-Castillejos,SUC Satellite,Zambales,Castillejos,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,President Ramon Magsaysay State University-Candelaria,SUC Satellite,Zambales,Candelaria,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,President Ramon Magsaysay State University-Botolan,SUC Satellite,Zambales,Botolan,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,President Ramon Magsaysay State University,SUC Main,Zambales,Iba,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,Polytechnic University of the Philippines-Mariveles,SUC Satellite,Bataan,Mariveles,http://www.pup.edu.ph,(047) 561-36309
03 - Central Luzon,Philippine State College of Aeronautics-Pampanga Extension,SUC Satellite,Pampanga,Floridablanca,,(045) 970-0813
03 - Central Luzon,Pampanga Colleges,Private HEIs,Pampanga,Macabebe,pampangacolleges.edu,(045) 435-0241; (045) 435-0533
03 - Central Luzon,Pampanga State Agricultural University,SUC Main,Pampanga,Magalang,www.psau.edu.ph,(045) 866-0800; (045) 343-4950; (045) 343-4959
03 - Central Luzon,Araullo University,Private HEIs,Nueva Ecija,Cabanatuan City,www.au.phinma.edu.ph,(044) 463-0952; (044) 464-3377; (044) 464-3388; (044) 464-3399 loc 225
03 - Central Luzon,Our Lady of Peace College Seminary,Private HEIs,Tarlac,Tarlac City,,(045) 982-0824; (045) 982-1331
03 - Central Luzon,Osias Colleges,Private HEIs,Tarlac,Tarlac City,www.osiascolleges.edu.ph,(045) 628-6130; (045) 982-0245
03 - Central Luzon,Carthel Science Educational Foundation,Private HEIs,Tarlac,San Manuel,,(075) 523-0131; 0915 746 2932; 0917 522 2254
03 - Central Luzon,Nueva Ecija Doctors' Colleges,Private HEIs,Nueva Ecija,Cabanatuan City,www.fatima.edu.ph,(044) 940-2960; (044) 940-2191
03 - Central Luzon,Nazarenus College and Hospital Foundation,Private HEIs,Bulacan,Meycauayan City,www.nazarenuscollege.com,(044) 711-4318; (044) 769 4122; (044) 711-5429; (044) 711 2115
03 - Central Luzon,"Mt.Carmel College of Bocaue, Bulacan",Private HEIs,Bulacan,Bocaue,,(044) 692-1264; (044) 278-6240
03 - Central Luzon,Mother of Good Counsel Seminary,Private HEIs,Pampanga,San Fernando City,www.mgcseminary.com,(045) 961-2253; (045) 963-5463; (045) 961-3159
03 - Central Luzon,Mondriaan Aura College,Private HEIs,Zambales,Olongapo City,www.aura.edu.ph,(047) 252-3808; (047) 252-3801
03 - Central Luzon,"MIDWAY COLLEGES, Inc.",Private HEIs,Nueva Ecija,Cabanatuan City,http://midwaymaritime.com.ph,(044) 463-7020; (044) 463-5093; (044) 463-7021
03 - Central Luzon,Microcity College of Business and Technology,Private HEIs,Bataan,Balanga City,,(047) 237-3242
03 - Central Luzon,Meycauayan College,Private HEIs,Bulacan,Meycauayan City,http://www.meyc-college.edu.ph,(044) 228-3424; (044) 228-2567
03 - Central Luzon,Metro Subic Colleges,Private HEIs,Zambales,Olongapo City,www.metrosubiccolleges.com,(047) 222-1411
03 - Central Luzon,Maria Assumpta Seminary,Private HEIs,Nueva Ecija,Cabanatuan City,www.mariaassumptaseminary.com,(044) 463-0132
03 - Central Luzon,Manuel V. Gallego Foundation Colleges,Private HEIs,Nueva Ecija,Cabanatuan City,mvgallego.edu.ph,(044) 958-9677; (044) 958-9676
03 - Central Luzon,Magsaysay Memorial College of Zambales,Private HEIs,Zambales,San Narciso,,(047) 602-2093
03 - Central Luzon,Lourdes College of Bulacan,Private HEIs,Bulacan,Angat,,(044) 671-0324
03 - Central Luzon,Jose C. Feliciano College Foundation,Private HEIs,Pampanga,Mabalacat City,josecfelicianocollege.com,(045) 624-5211; (045) 892-3893
03 - Central Luzon,Jesus Is Lord Colleges Foundation,Private HEIs,Bulacan,Bocaue,www.jilcf.edu.ph,(044) 769-1680; (044) 692-3205
03 - Central Luzon,Interworld College of Technology Foundation-Tarlac,Private HEIs,Tarlac,Tarlac City,,(045) 982-6551; (045) 982-7138; (045) 982-6252; (045) 982-1928
03 - Central Luzon,Immaculate Conception Major Seminary,Private HEIs,Bulacan,Guiguinto,www.icmasbulacan.com,(044) 794-0121; (044) 690-0011
03 - Central Luzon,Holy Cross College-Pampanga,Private HEIs,Pampanga,Sta. Ana,www.holycrosscollege.edu.ph,(045) 409-9790; (045) 409-9593; (045) 409-1014
03 - Central Luzon,Holy Cross College-Nueva Ecija,Private HEIs,Nueva Ecija,Santa Rosa,,(044) 311-2017; (044) 940-0237
03 - Central Luzon,Holy Angel University,Private HEIs,Pampanga,Angeles City,www.hau.edu.ph,"(045) 888-2514,  (045) 888-1754; (045) 888-8691 local 1110"
03 - Central Luzon,Guagua National Colleges,Private HEIs,Pampanga,Guagua,www.gnc.edu.ph; pres@gnc.edu.ph; pres.gnc@yahoo.com; registrar@gnc.edu.ph,(045) 900-0341; (045) 900-2857; (045) 901-0565
03 - Central Luzon,The Good Samaritan Colleges,Private HEIs,Nueva Ecija,Cabanatuan City,www.goodsam_edu.ph,(044) 464-3212 to 3215; (044) 463-0891
03 - Central Luzon,General De Jesus College,Private HEIs,Nueva Ecija,San Isidro,www.gendejesus.edu.ph,(044) 940-6181; (044) 940-6303
03 - Central Luzon,Dr. Yanga's Colleges,Private HEIs,Bulacan,Bocaue,www.dyci.edu.ph,(044) 692-4066; (044) 692-5291
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges - Nueva Ecija,Private HEIs,Nueva Ecija,San Leonardo,http://glorialacsonfoundationcolleges.edu.ph,(044) 486-2918; (044) 485-2919
03 - Central Luzon,Don Honorio Ventura Technological State University-Sto.Thomas,SUC Satellite,Pampanga,Sto. Tomas,www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691
03 - Central Luzon,City College of San Jose del Monte,LUCs,,,,
03 - Central Luzon,BESTCAP Career College,Private HEIs,,,,
03 - Central Luzon,Don Honorio Ventura Technological State University-Porac,SUC Satellite,Pampanga,Porac,www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691
03 - Central Luzon,NU Bulacan,Private HEIs,,,,
03 - Central Luzon,Araullo University-San Jose Campus,Private HEIs,,,,
03 - Central Luzon,Don Honorio Ventura Technological State University-Mexico,SUC Satellite,Pampanga,Mexico,www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691
03 - Central Luzon,Village Montessori School and Colleges,Private HEIs,,,,
03 - Central Luzon,Mater Dei Academy - Sta. Maria,Private HEIs,,,,
03 - Central Luzon,Don Honorio Ventura Technological State University-Main,SUC Main,Pampanga,Bacolor,www.dhvtsu.edu.ph,(045) 901-0614; (045) 901-0643; (045) 900-0046; (045) 900-0691
03 - Central Luzon,FDSA Aviation College of Science and Technology,Private HEIs,,,,
03 - Central Luzon,College of Saint Anthony-SJDM Bulacan,Private HEIs,,,,
03 - Central Luzon,Dominican College of Tarlac,Private HEIs,Tarlac,Capas,dct.edu.ph,(045) 925-0519
03 - Central Luzon,Javier E. Garde Essential Colleges,Private HEIs,,,,
03 - Central Luzon,Asian Institute of Science and Technology-Central,Private HEIs,,,,
03 - Central Luzon,Divina Pastora College,Private HEIs,Nueva Ecija,Gapan City,,(044) 486-0569; 0917-6880894
03 - Central Luzon,University of the Philippines-Diliman (Olongapo City),SUC Satellite,Zambales,Olongapo City,,
03 - Central Luzon,University of the Philippines-Diliman (Pampanga),SUC Satellite,Pampanga,San Fernando City,,
03 - Central Luzon,"World Citi Colleges, Guimba Campus",Private HEIs,Nueva Ecija,Guimba,www.world citi.edu.ph,(044) 958-1553
03 - Central Luzon,Polytechnic University of the Philippines-Cabiao,SUC Satellite,Nueva Ecija,Cabiao,http://www.pup.edu.ph,(044) 486-5492
03 - Central Luzon,"Polytechnic University of the Philippines-Sta. Maria, Bulacan",SUC Satellite,Bulacan,Santa Maria,http://www.pup.edu.ph,(02) 716-4034; 716-2644; (044) 328-0343
03 - Central Luzon,College for Research and Technology-Cabanatuan City,Private HEIs,Nueva Ecija,Cabanatuan City,www.facebook.com/crtcab1988/,(044) 463-2735; (044) 940-7766
03 - Central Luzon,Polytechnic University of The Philippines-Pulilan,SUC Satellite,Bulacan,Pulilan,http://www.pup.edu.ph,(02) 716-4034; 716-2644; (044) 641-3315
03 - Central Luzon,Philippine Merchant Marine Academy,SUC Main,Zambales,San Narciso,www.pmma.edu.ph,(047) 913-4396; (047) 913-4398; (047) 913-4395
03 - Central Luzon,Columban College-Olongapo City,Private HEIs,Zambales,Olongapo City,http://www.columban .edu.ph,(047) 222-7782; (047) 222-3329 local 102
03 - Central Luzon,Wesleyan University-Philippines-Aurora,Private HEIs,Aurora,Maria Aurora,,(044) 463-2162 local 103
03 - Central Luzon,Mount Carmel College-Baler,Private HEIs,Aurora,Baler,,0998-982-2427; (044) 463-2162 local 103
03 - Central Luzon,CORE Gateway College,Private HEIs,Nueva Ecija,San Jose City,,(044) 940-3154; (044) 511-1609
03 - Central Luzon,Aurora State College of Techonolgy-Casiguran,SUC Satellite,Aurora,Casiguran,http://www.geocities.com/aurorastatecollege,(042) 209-4354 (Baler); (02) 373-5318; (02) 416-8083 (Mla); (042) 209-4354 (Baler)
03 - Central Luzon,Aurora State College of Technology-Bazal,SUC Satellite,Aurora,Maria Aurora,http://www.geocities.com/aurorastatecollege,(042) 209-4354 (Baler); (02) 373-5318; (02) 416-8083 (Mla); (042) 209-4354 (Baler)
03 - Central Luzon,College of the Immaculate Conception,Private HEIs,Nueva Ecija,Cabanatuan City,http://www.cic.edu.ph,(044) 463-8101; (044) 463-8102; (044) 463-9912; (044) 463-7481; (044) 463-1002; (044) 463-6069
03 - Central Luzon,Aurora State College of Technology,SUC Main,Aurora,Baler,http://www.ascot.edu.ph,(042) 209-4354 (Baler); (02) 373-5318; (02) 416-8083 (Mla); (042) 209-4354 (Baler)
03 - Central Luzon,OLRA College Foundation,Private HEIs,Tarlac,San Manuel,,(045) 606-1468
03 - Central Luzon,College of the Holy Spirit of Tarlac,Private HEIs,Tarlac,Tarlac City,,(045) 982-1230; (045) 982-3370
03 - Central Luzon,Microlink Institute of Science and Technology San Rafael Campus,Private HEIs,Bulacan,San Rafael,www.mist.edu.ph,09173275527; 09178407484; 09056366871
03 - Central Luzon,Virgen Milagrosa Del Rosario College Seminary,Private HEIs,Bataan,Balanga City,dsob schools,(047) 237-9394; (047)2373226
03 - Central Luzon,Colegio De San Pascual Baylon,Private HEIs,Bulacan,Obando,www.cspb.edu.ph,(02) 294-4608; (02) 292-4534 loc. 105
03 - Central Luzon,Golden Olympus College,Private HEIs,Tarlac,Maliwalo,,
03 - Central Luzon,University of Nueva Caceres-Bataan,Private HEIs,Bataan,Dinalupihan,www.uncbataan.com.ph,(047)237-0723; 0998-563-8319; 0917 851 1000
03 - Central Luzon,Centro Escolar University-Malolos City,Private HEIs,Bulacan,Malolos City,www.ceu.edu.ph,(044) 791-6359; (044) 760-3203; (044) 791-5100; (02) 735-6861
03 - Central Luzon,ACLC College of Malolos,Private HEIs,Bulacan,Malolos City,www.aclcmalolos.com,(044) 796-2205; (044) 662-4046
03 - Central Luzon,College of Subic Montesorri-Dinalupihan,Private HEIs,Bataan,Dinalupihan,,(047) 633-5531
03 - Central Luzon,Central Luzon State University,SUC Main,Nueva Ecija,Science City of Muñoz,http://clsu.edu.ph,(044) 456-0107; (044) 456-5188; (044) 456-5202
03 - Central Luzon,Richwell Colleges,Private HEIs,Bulacan,Plaridel,,
03 - Central Luzon,ACCESS Meycauayan Bulacan Computer and Technical Colleges,Private HEIs,Bulacan,Meycauayan City,www.access.edu.ph,044-764-3842
03 - Central Luzon,Nueva Ecija University of Science and Technology-Main,SUC Main,Nueva Ecija,Cabanatuan City,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Emmanuel System College of Bulacan,Private HEIs,Bulacan,Pulilan,,(044) 326-0349
03 - Central Luzon,St. Thomas More College-Clark,Private HEIs,Pampanga,Angeles City,,(045) 321-0727; (045) 321-0727
03 - Central Luzon,Central Luzon College of Science and Technology-Olongapo City,Private HEIs,Zambales,Olongapo City,www.clcst.edu.ph,(047) 224-5855; (047) 224-1288
03 - Central Luzon,St. Elizabeth Global Skills Institute,Private HEIs,Nueva Ecija,Talavera,"st.elizabethtalavera@gmail.com ",(044) 940-4541
03 - Central Luzon,Exact Colleges of Asia,Private HEIs,Pampanga,Arayat,FB: EXACT COLLEGES OF ASIA,0925-8701013; 0935-2347564
03 - Central Luzon,Central Luzon Doctors' Hospital Educational Institution,Private HEIs,Tarlac,Tarlac City,www.cldhei.edu.ph,(045) 982-5019; (045) 982-0780; (045) 982-2745
03 - Central Luzon,Colleges of Advance Technology and Management of the Philippines,Private HEIs,Nueva Ecija,Guimba,,(044) 958-2014
03 - Central Luzon,Asian Institute of Computer Studies-Central,Private HEIs,Pampanga,Mabalacat City,www.aics.edu.ph,(045) 624-0811; (045)332-1691
03 - Central Luzon,CIT Colleges of Paniqui Foundation,Private HEIs,Tarlac,Paniqui,,(045) 931-0512; (02) 712-0859
03 - Central Luzon,Our Lady of Fatima University-Pampanga,Private HEIs,Pampanga,San Fernando City,www.fatima.edu.ph,(045) 455-1216
03 - Central Luzon,Golden Valley Colleges,Private HEIs,Bulacan,San Jose Del Monte City,,(044) 386-0937; (02) 261-6566; 0926-039-7831
03 - Central Luzon,Camiling Colleges,Private HEIs,Tarlac,Camiling,,(045) 934-0575
03 - Central Luzon,Erhard Science College-Bulacan,Private HEIs,Bulacan,San Rafael,,(02) 881 3107; (02) 332 2646
03 - Central Luzon,Bulacan Polytechnic College,LUCs,Bulacan,Malolos City,http://bulacan.gov.ph/bpc,(044) 791-3048
03 - Central Luzon,Bulacan State University-Hagonoy,SUC Satellite,Bulacan,Hagonoy,www.bulsu.edu.ph,(044) 791-0153
03 - Central Luzon,Bestlink College of the Philippines-Bulacan,Private HEIs,Bulacan,San Jose Del Monte City,,(044) 797-2949
03 - Central Luzon,Lyceum of the East-Aurora,Private HEIs,Aurora,Maria Aurora,,0998-5329394; 09474947545
03 - Central Luzon,Bulacan State University-Meneses,SUC Satellite,Bulacan,Bulacan,www.bulsu.edu.ph,(044) 791-0153
03 - Central Luzon,ACLC College of Sta. Maria,Private HEIs,Bulacan,Santa Maria,www.aclccollegestamaria.com,(044) 815-0580
03 - Central Luzon,Jocson College,Private HEIs,Pampanga,Angeles City,jocsoncollegeinc.edu.ph,(045) 625-5744; (045) 624-1144
03 - Central Luzon,Bulacan State University-San Jose Del Monte,SUC Satellite,Bulacan,San Jose Del Monte City,www.bulsu.edu.ph,(044) 791-0153
03 - Central Luzon,City College of Angeles,LUCs,Pampanga,Angeles City,,(045) 625-6789; (045) 322-5801; (045) 322-5804
03 - Central Luzon,Immaculate Conception I-College of Arts and Technology,Private HEIs,Bulacan,Santa Maria,www.icicollege.edu.ph,(044) 641-3808; (044) 288-2708
03 - Central Luzon,Bulacan State University-Bustos,SUC Satellite,Bulacan,Bustos,www.bulsu.edu.ph,(044) 791-0153
03 - Central Luzon,Guagua Community College,LUCs,Pampanga,Guagua,,(045) 436-4557
03 - Central Luzon,College of the Our Lady of Mercy of Pulilan Foundation,Private HEIs,Bulacan,Pulilan,www.colm.edu.ph,(044) 794-6206; (044) 795-0017; (044) 760-6233
03 - Central Luzon,Bulacan State University-Main,SUC Main,Bulacan,Malolos City,www.bulsu.edu.ph,(044) 791-0153
03 - Central Luzon,AMA Computer Learning Center College of Mabalacat,Private HEIs,Pampanga,Mabalacat City,www.aclc.edu.ph,(045) 892-4017; 09350951583
03 - Central Luzon,Clark College of Science and Technology,Private HEIs,Pampanga,Mabalacat City,,(045) 624-0215
03 - Central Luzon,Bulacan Agricultural State College,SUC Main,Bulacan,San Ildefonso,www.basc.edu.ph,(044) 762-1427; (044) 762-0022
03 - Central Luzon,Colegio de Sebastian-Pampanga,Private HEIs,Pampanga,San Fernando City,www.cds.edu.ph,(045) 455-5237; (045) 455-4512
03 - Central Luzon,RCC Colegio de San Rafael,Private HEIs,Pampanga,San Fernando City,www.rcc.edu.ph/cdsr,(045) 286-6349; (045) 322-6670; (045) 322-5656; 09236664485; 09228130844
03 - Central Luzon,Bataan Heroes Memorial College,Private HEIs,Bataan,Balanga City,www.bhmc.edu.ph,(047) 237-2383; (047) 237-7018
03 - Central Luzon,STI College San Jose,Private HEIs,Nueva Ecija,San Jose City,www.sti.edu,(044) 511-1753; (044) 940-1299
03 - Central Luzon,SJDM Cornerstone College,Private HEIs,Bulacan,San Jose Del Monte City,,(044) 691-6770
03 - Central Luzon,Bataan Peninsula State University-Bagac,SUC Satellite,Bataan,Bagac,,
03 - Central Luzon,Aurora Polytechnic College,Private HEIs,Aurora,Baler,,0928-2812491; 0918-5221467
03 - Central Luzon,Lyceum of Western Luzon - Zambales,Private HEIs,Zambales,Botolan,,(047) 810-1922
03 - Central Luzon,Bataan Peninsula State University-Abucay,SUC Satellite,Bataan,Abucay,,(047) 481-5679
03 - Central Luzon,Santa Rita College of Pampanga,Private HEIs,Pampanga,Santa Rita,www.santaritacollege.comli.com,(045) 900-0557
03 - Central Luzon,New Era University-Pampanga,Private HEIs,Pampanga,San Fernando City,http:/www.neupampanga.com.ph,(045) 963-5955
03 - Central Luzon,Bataan Peninsula State University-Dinalupihan,SUC Satellite,Bataan,Dinalupihan,,(047) 481-1765
03 - Central Luzon,Tarlac Christian Colleges,Private HEIs,Tarlac,Tarlac City,,(045) 982-7251; (045) 982-3428; (045) 982-7251
03 - Central Luzon,Pambayang Dalubhasaan ng Marilao,LUCs,Bulacan,Marilao,,(044) 248-8592; (044) 815-5759
03 - Central Luzon,Baliwag Maritime Foundation,Private HEIs,Bulacan,San Rafael,,(044) 766-0316; (044) 766-1263; 0932-8556903
03 - Central Luzon,Polytechnic College of Botolan,LUCs,Zambales,Botolan,,(047) 810-2236
03 - Central Luzon,Baliwag Polytechnic College,LUCs,Bulacan,Baliuag,www.btech.edu.ph,(044) 798-0830; (044) 798-0830 Loc. 101
03 - Central Luzon,Baliuag University,Private HEIs,Bulacan,Baliuag,www.baliuagu.edu.ph,(044) 766-2045; (044) 766-3345; (044) 766-3344
03 - Central Luzon,City College of San Fernando,LUCs,Pampanga,San Fernando City,,(045) 961-8957
03 - Central Luzon,ACLC College of Apalit,Private HEIs,Pampanga,Apalit,www.amaclc.net,(045) 879-2252
03 - Central Luzon,Sto. Rosario Sapang Palay College,Private HEIs,Bulacan,San Jose Del Monte City,srspc.edu.ph,(044) 913-0006; 0947-8249884
03 - Central Luzon,Our Lady of Sacred Heart College of Guimba,Private HEIs,Nueva Ecija,Guimba,www.olshco.edu.ph,(044) 958 - 2553; 0915-903-8379
03 - Central Luzon,ACLC College of Gapan,Private HEIs,Nueva Ecija,Gapan City,,"(044) 486-4455 "
03 - Central Luzon,Angeles University Foundation,Private HEIs,Pampanga,Angeles City,www.auf.edu.ph,(045) 625-2888; (045) 888-6000
03 - Central Luzon,Liceo de Pulilan Colleges,Private HEIs,Bulacan,Pulilan,www.ldpc.tk,(044) 244-4525
03 - Central Luzon,ACLC College-Baliuag,Private HEIs,Bulacan,Baliuag,www.aclccollege-baliuag.com,(044) 766 1339; (044) 798-1390
03 - Central Luzon,ACLC College of Balanga,Private HEIs,Bataan,Balanga City,www.amaes.edu.ph,(047) 237-5273
03 - Central Luzon,Polytechnic College of the City of Meycauayan,LUCs,Bulacan,Meycauayan City,www.mqapc.com,(044) 258-1008; (044) 228-5442
03 - Central Luzon,Norzagaray College,LUCs,Bulacan,Norzagaray,,0997-8544606; 0997-8544617
03 - Central Luzon,Mabalacat City College,LUCs,Pampanga,Mabalacat City,www.mcc.edu.ph,(045) 331-6224
03 - Central Luzon,Marian College of Baliuag,Private HEIs,Bulacan,Baliuag,www.mariancollegebaliuag.com,(044) 761-0673
03 - Central Luzon,St. Benilde Center for Global Competence,Private HEIs,Zambales,Olongapo City,,(047) 223 9031
03 - Central Luzon,La Verdad Christian College,Private HEIs,Pampanga,Apalit,www.facebook.com/laverdad.apalit,(045) 436 1487
03 - Central Luzon,Philippine Women`s University Career Development and Continuing Education Center - Tarlac,Private HEIs,Tarlac,Tarlac City,www.pwu.edu.ph,(045) 982-2247; (045) 800-2247; (045) 800-4040; (045) 800-4040
03 - Central Luzon,Centro Colegio De Tarlac,Private HEIs,Tarlac,Bamban,,(045) 628-3186; (045) 923-0594
03 - Central Luzon,Philippine Women`s University Career Development and Continuing Education Center-Bataan,Private HEIs,Bataan,Balanga city,www.pwu.edu.ph,(047) 237-5050; (047) 237-7451
03 - Central Luzon,Bulacan Agricultural State College-Doña Remedios Trinidad,SUC Satellite,Bulacan,Doña Remedios Trinidad,,
03 - Central Luzon,Bataan Peninsula State University-Balanga,SUC Satellite,Bataan,Balanga City,,
03 - Central Luzon,Megabyte College of Science and Technology-Florida,Private HEIs,Pampanga,Floridablanca,,(044) 970-0588; (044) 900-2412; 09234742410
03 - Central Luzon,Mater Redemptoris College of San Jose City,Private HEIs,Nueva Ecija,San Jose City,,0998-177-9689; 0916-262-7922
03 - Central Luzon,Subic Bay Colleges,Private HEIs,Zambales,Olongapo City,,(047) 602-3200
03 - Central Luzon,St. Joseph's College of Balanga City,Private HEIs,Bataan,Balanga City,,(047) 612-0732; 0927-9717478
03 - Central Luzon,Philippine Rehabilitation Institute Foundation-Guagua,Private HEIs,Pampanga,Guagua,www.prifnet.com,(045) 434-0380
03 - Central Luzon,Our Lady of Manaoag Montessori College,Private HEIs,Bulacan,Balagtas,www.olmaculinaryarts.com,(044) 693-1032; (044) 693-3962; (044) 693-1032
03 - Central Luzon,Holy Rosary Colleges Foundation,Private HEIs,Nueva Ecija,San Isidro,,(044) 958-9970; (044) 958-9971; (044) 958-9970
03 - Central Luzon,Gerona Junior College,Private HEIs,Tarlac,Gerona,,(045) 470-9290
03 - Central Luzon,Colegio De Calumpit,Private HEIs,Bulacan,Calumpit,cci.edu.ph,(044) 913-0061; (044) 202-4759; (044) 202-4759
03 - Central Luzon,ACLC College of Meycauayan,Private HEIs,Bulacan,Meycauayan City,,"(044) 769-6140 "
03 - Central Luzon,STI College Baliuag,Private HEIs,Bulacan,Baliuag,www.sti.edu,(044) 766-6722 local 101; (044) 766-6722 local 101
03 - Central Luzon,College of Subic Montessori-Subic Bay,Private HEIs,Zambales,Olongapo City,,(047) 252-3555; (047) 252-3556; 0921-6193855
03 - Central Luzon,Colegio de San Juan de Letran-Abucay,Private HEIs,Bataan,Abucay,http://www.letranbataan.edu.ph/,(047) 237-9431
03 - Central Luzon,Central Luzon College of Science and Technology-City of San Fernando (Pampanga),Private HEIs,Pampanga,San Fernando City,www.clcst.edu.ph,(045) 435-1495; (045) 961-5473
03 - Central Luzon,College of Our Lady of Mt. Carmel (Pampanga),Private HEIs,Pampanga,San Fernando City,www.colmc.edu.ph,(045) 455-2082; 0932-8551633
03 - Central Luzon,Dr. Gloria D. Lacson Foundation Colleges-Cabanatuan City,Private HEIs,Nueva Ecija,Cabanatuan City,NA,(044) 463-6769; (044) 464-3283; (044) 486-5674
03 - Central Luzon,St. Nicolas College of Business and Technology,Private HEIs,Pampanga,San Fernando City,,(045) 861-3181
03 - Central Luzon,Saint Mary's Angels College of Pampanga,Private HEIs,Pampanga,Sta. Ana,,(045) 436-0499
03 - Central Luzon,St. Joseph College-Olongapo,Private HEIs,Zambales,Olongapo City,www.st.josephcollegeolongapo.com,(047) 224-9413; (047) 222-4719; (047) 223-5486
03 - Central Luzon,The Manila Times College of Subic,Private HEIs,Zambales,Olongapo City,www.tmtc.edu.ph,(047) 252-1804; (047) 252-1805; (047) 252-8395 loc. 1045
03 - Central Luzon,Eduardo L. Joson Memorial College,LUCs,Nueva Ecija,Palayan City,,(044) 806-5892; (044) 940-5058; 0977-8541244
03 - Central Luzon,Academia de San Lorenzo Dema Ala,Private HEIs,Bulacan,San Jose Del Monte City,academiadesanlorenzodema-ala.com,0917-5591038; 0917-8932985
03 - Central Luzon,College of the Most Holy Trinity,Private HEIs,Bataan,Hermosa,,0907-2968562
03 - Central Luzon,First City Providential College,Private HEIs,Bulacan,San Jose Del Monte City,www.firstcity.ph,(044) 815-7137; (044) 815-6814
03 - Central Luzon,Kolehiyo ng Subic,LUCs,Zambales,Olongapo City,,(047) 232-4896 to 97; (047) 232-2180; (047) 232-4125
03 - Central Luzon,Lyceum of Subic Bay,Private HEIs,Zambales,Olongapo City,www.lyceumsubicbay.com.ph,(047) 252-5940; (047) 252-8691; (047) 252-3157
03 - Central Luzon,STI College Balagtas,Private HEIs,Bulacan,Balagtas,https://www.sti.edu/campuses.asp?campus_id=22,(044) 693-4246
03 - Central Luzon,STI College Sta. Maria,Private HEIs,Bulacan,Santa Maria,www.sti.edu.ph,(044) 641-2989
03 - Central Luzon,Mount Carmel College of Casiguran,Private HEIs,Aurora,Casiguran,,
03 - Central Luzon,Ecumenical Christian College,Private HEIs,Tarlac,Tarlac City,under construction,(045) 982-6125; (045) 982-5476; (045) 982-2330
03 - Central Luzon,Mary the Queen College-Pampanga,Private HEIs,Pampanga,Guagua,www.mqc.edu.ph,(045) 901-0625; (045) 961-7019 to 20
03 - Central Luzon,Colegio De San Gabriel Arcangel,Private HEIs,Bulacan,San Jose Del Monte City,www.cdsga.edu.ph,(044) 760-0301; (044) 760-0397
03 - Central Luzon,La Concepcion College,Private HEIs,Bulacan,San Jose Del Monte City,http://laconcepcioncollege.com/,(044) 769-0686
